Date,City,Cause of Death
01/06/2018,Ahome -  Sinaloa,Homicide
01/08/2018,Guerrero -  Chihuahua,Other Accident
01/08/2018,Tulum -  Quintana Roo,Drowning
01/09/2018,Cancun -  Quintana Roo,Undetermined/Unknown
01/09/2018,Ensenada -  Baja California,Homicide
01/09/2018,Zacatecas -  Zacatecas,Veh. Accid-Auto
01/10/2018,Ensenada -  Baja Califiornia ,Drowning
01/10/2018,Puerto Vallarta -  Jalisco,Suicide
01/11/2018,Ensenada -  Baja California,Drowning
01/13/2018,Todo Santos -  Baja California Sur,Suicide
01/20/2018,Ciudad de Mexico,Other Accident
01/25/2018,Cabo San Lucas - Baja California Sur,Veh. Accid-Pedestr.
01/25/2018,Tijuana - Baja California,Homicide
01/26/2018,Reynosa - Tamaulipas,Homicide
01/26/2018,Tijuana - Baja California,Drug-Related
02/02/2018,Colima -  Colima,Homicide
02/05/2018,Concordia - Sinaloa,Homicide
02/05/2018,Puerto Penasco - Sonora,Homicide
02/06/2018,San Luis Rio Colorado - Sonora,Homicide
02/06/2018,Tijuana - Baja California,Suicide
02/08/2018,Garcia - Nuevo Leon,Suicide
02/10/2018,La Piedad - Michoacan,Veh. Accid-Auto
02/10/2018,Nava - Coahuila,Veh. Accid-Auto
02/10/2018,Tijuana - Baja California,Homicide
02/11/2018,Durango - Durango,Other Accident
02/11/2018,Puerto Penasco - Sonora,Veh. Accid-Auto
02/11/2018,Tlachichuca - Puebla,Other Accident
02/12/2018,Ciudad Juarez - Chihuahua,Other Accident
02/12/2018,Tijuana - Baja California,Homicide
02/14/2018,Tijuana - Baja California,Homicide
02/15/2018,Nogales - Sonora,Homicide
02/16/2018,Cancun - Quintana Roo,Drowning
02/16/2018,Mazatlan - Sinaloa,Suicide
02/16/2018,Mazatlan - Sinaloa,Suicide
02/16/2018,Tonala - Jalisco,Homicide
02/21/2018,Tijuana - Baja California,Veh. Accid-Motorcy.
02/22/2018,Ocampo - Tamaulipas ,Homicide
02/22/2018,Pochutla - Oaxaca,Drowning
02/25/2018,Cabo San Lucas - Baja California Sur,Drowning
02/27/2018,Caborca - Sonora,Other Accident
02/28/2018,Ciudad Juarez - Chihuahua,Homicide
02/28/2018,Cuauhtemoc - Chihuahua,Homicide
03/02/2018,Guadalajara - Jalisco,Suicide
03/06/2018,Atengo - Jalisco,Homicide
03/06/2018,Ciudad Juarez - Chihuahua,Homicide
03/08/2018,Cancun - Quintana Roo,Homicide
03/08/2018,Ciudad Juarez - Chihuahua,Suicide
03/10/2018,San Pedro Garza Garcia - Nuevo Leon,Homicide
03/15/2018,Azcapotzalco - Ciudad De Mexico,Other Accident
03/17/2018,Jerez -  Zacatecas,Veh. Accid-Auto
03/18/2018,Aquila - Michoacan,Drowning
03/20/2018, Yuriria - Guanajuato,Homicide
03/20/2018,Tulum - Quintana Roo,Other Accident
03/20/2018,Tulum - Quintana Roo,Other Accident
03/20/2018,Tulum - Quintana Roo,Other Accident
03/20/2018,Tulum - Quintana Roo,Other Accident
03/25/2018,Tijuana - Baja California ,Suicide
03/27/2018,Santa Isabel - Chihuahua,Veh. Accid-Motorcy.
03/28/2018,Puerto Penasco - Sonora,Veh. Accid-Auto
03/29/2018,Escuinapa - Sinaloa,Veh. Accid-Auto
03/29/2018,Nuevo Vallarta - Nayarit,Veh. Accid-Auto
03/29/2018,Tepatitlan de Morelos - Jalisco ,Veh. Accid-Auto
03/31/2018,Rincon De Romos - Aguascalientes,Veh. Accid-Auto
04/02/2018,Hermosillo - Sonora,Suicide
04/02/2018,Reynosa - Tamaulipas,Homicide
04/08/2018,Ciudad Juarez -  Chihuahua,Homicide
04/11/2018,Zapopan -  Jalisco ,Suicide
04/13/2018,Matehuala -  San Luis Potosi,Veh. Accid-Auto
04/14/2018,Sabinas -  Coahuila,Other Accident
04/15/2018,Nogales -  Sonora,Homicide
04/18/2018,Sinaloa -  Sinaloa,Veh. Accid-Auto
04/22/2018,Cancun -  Quintana Roo,Other Accident
04/26/2018,Guadalajara -  Jalisco,Veh. Accid-Pedestr.
05/03/2018,Cabo San Lucas -  Baja California Sur,Other Accident
05/05/2018,Nueva Rosita -  Allende,Veh. Accid-Auto
05/06/2018,Chapala -  Jalisco,Suicide
05/07/2018,Ocotlan -  Jalisco,Veh. Accid-Auto
05/07/2018,Ocotlan -  Jalisco,Veh. Accid-Auto
05/12/2018,Tijuana -  Baja California,Homicide
05/13/2018,Hermosillo -  Sonora,Suicide
05/14/2018,Colima -  Colima,Other Accident
05/20/2018,Sonoyta -  Sonora,Homicide
05/21/2018,Cabo San Lucas -  Baja California Sur,Drowning
05/21/2018,Tijuana -  Baja California,Homicide
05/22/2018,Nogales -  Sonora,Veh. Accid-Auto
05/23/2018,Nogales -  Sonora,Homicide
05/24/2018,La Cruz De Elota -  Sinaloa,Drowning
05/26/2018,El Pitillal -  Jalisco,Suicide
05/28/2018,Akumal -  Quintana Roo,Drowning
05/31/2018,San Luis Potosi -  S.L.P.,Suicide
06/01/2018,Cancun -  Quintana Roo,Drowning
06/02/2018,Ensenada -  Baja California,Homicide
06/02/2018,Ensenada -  Baja California ,Homicide
06/02/2018,San Jose del Cabo -  Baja California Sur,Drowning
06/05/2018,Playa Del Carmen -  Quintana Roo,Drowning
06/05/2018,Tlaquepaque -  Jalisco,Veh. Accid-Motorcy.
06/06/2018,Puerto Vallarta -  Jalisco,Suicide
06/16/2018,Matamoros -  Tamaulipas,Drowning
06/25/2018,Mazapil -  Zacatecas,Veh. Accid-Auto
06/28/2018,Puerto Vallarta -  Jalisco,Suicide
10/27/2004,Balti -  Moldova,Veh. Accident-Pedestrian
04/24/2010,Codreni - Cimislia -  Moldova,Homicide
05/30/2017,Bender,Other Accident
06/13/2016,Monaco,Suicide
07/18/2015,Selenge,Other Accident
06/24/2017,Ulaanbaatar,Drug-Related
07/14/2015,Kpelle Town,Veh. Accid-Pedestr.
08/12/2009,Tuzi - Podgorica -  Montenegro,Veh. Accid-Motorcy.
12/06/2010,Sipcanik-Tuzi -  Podgorica -  Montenegro,Suicide
07/03/2011,Skalijari -  Kotor -  Montenegro,Veh. Accid-Motorcy.
04/01/2013,Tuzi -  Podgorica -  Montenegro,Other Accident
02/16/2003,Imintanout -  Marrakech -  Morocco,Veh. Accident-Auto
02/16/2003,Marrakech -  Morocco,Other Accident
08/15/2003,Laayoune -  Morocco,Veh. Accident-Auto
12/08/2003,El Jadida -  Morocco,Homicide
11/06/2004,Ouarzazate -  Morocco,Veh. Accident-Bus
05/17/2005,Souk El Arbaa Du Gharb -  Morocco,Veh. Accident-Auto
03/12/2007,Fez -  Morocco,Suicide
04/28/2007,Highway -  Marrakech -  Morocco,Other Accident
07/21/2007,Boulevard Mohamed V -  Essaouira -  Morocco,Veh. Accid-Auto
05/24/2009,Casablanca -  Morocco,Homicide
06/10/2009,Marrakech -  Morocco,Drowning
06/10/2009,Marrakech -  Morocco,Drowning
11/12/2009,Khenifra -  Morocco,Veh. Accid-Auto
03/15/2010,Casablanca -  Morocco,Veh. Accid-Auto
03/15/2010,Casablanca -  Morocco,Veh. Accid-Auto
11/07/2010,Hay Essalam -  Khemisset -  Montenegro,Other Accident
07/16/2011,Jemaat Riah -  Morocco,Veh. Accid-Auto
07/25/2011,Moulay Bousselham -  Morocco,Veh. Accid-Auto
03/16/2012,Rissani -  Errachidia Province -  Morocco,Vehicle Accident - Auto
08/23/2012,El Hajeb -  Meknes -  Morocco,Vehicle Accident - Auto
03/15/2013,Casablanca -  Morocco,Suicide
06/30/2013,Fez -  Morocco,Veh. Accid-Auto
01/13/2014,Kalaat Mgouna,Other Accident
07/23/2014,Inezgane,Veh. Accid-Auto
09/24/2014,Laayoune,Other Accident
01/26/2015,Meknes,Other Accident
02/28/2015,Agadir,Veh. Accid-Auto
08/19/2015,Larache,Veh. Accid-Auto
07/28/2016,Rhamna,Veh. Accid-Auto
03/16/2017,Fez,Other Accident
02/05/2018,Caidat Aglou - Tiznit,Drowning
12/04/2002,Maputo -  Mozambique,Homicide
07/08/2004,Chokwe -  Mozambique,Train Accident
09/16/2006,Tete Province -  Mozambique,Veh. Accident - Auto
04/12/2010, - Quelimane - Zambezia -  Mozambique,Veh. Accid-Motorcy.
12/20/2011,Macia -  Gaza -  Mozambique,Veh. Accid-Auto
12/20/2011,Macia -  Gaza -  Mozambique,Veh. Accid-Auto
06/03/2012,Mocimboa Da Praia -  Cabo Delgado -  Mozambique,Maritime Accident
02/02/2014,Cabo Delgado,Drowning
11/06/2014,Matola -  Maputo,Homicide
03/25/2016,Tete,Veh. Accid-Auto
08/05/2015,Sofala,Homicide
03/05/2004,Swakopmund -  Namibia,Veh. Accident-Auto
04/23/2004,Windhoek -  Namibia,Suicide
08/17/2006,Kunane River -  Nambia,Drowning
09/07/2006,Gobabis -  Nambia,Other Accident
04/11/2009,Kunene River -  Epupa Falls,Drowning
04/27/2010,Windhoek -  Nambia,Other Accident
05/23/2012,Rehoboth -  Klein-Aub -  Namibia,Vehicle Accident - Auto
04/07/2014,Etosha Game Reserve,Veh. Accid-Auto
08/29/2014,Oshikoto - Grootfontein,Veh. Accid-Auto
01/04/2015,Epupa Falls -  Kunene River,Drowning
09/10/2016,Richtersveld National Park,Veh. Accid-Motorcy.
11/24/2017,Between Ongwediva And Ondangwa,Veh. Accid-Auto
01/17/2018,Kamanjab -  District Outjo,Veh. Accid-Auto
02/08/2004,Jyatha -  Thamel -  Kathmandu -  Nepal,Suicide
05/18/2004,Mount Makalu -  Nepal,Other Accident
01/04/2005,Thoshe Vdc -  Ramechhap -  Janakpur Zone -  Nepal,Air Accident
05/01/2005,Mt Everest -  Solukhumbu -  Nepal,Disaster
06/05/2005,Mt Everest -  Nepal,Other Accident
05/31/2006,Bharatpur -  Chitwan -  Nepal,Veh. Accident-Motorcycle
09/23/2006,Ghumsa -  Taplejung -  Nepal,Air Accident
09/23/2006,Ghumsa -  Taplejung -  Nepal,Air Accident
09/23/2006,Ghumsa -  Taplejung -  Nepal,Air Accident
02/26/2007,Nepal,Other Accident
09/14/2007,Choyu -  Nyalam -  Tibet Autonomous Region,Other Accident
07/31/2008,Sundarijal -  Kathmandu -  Nepal,Drowning
02/13/2010,Koyalghari -  Chitwan -  Nepal,Other Accident
08/24/2010,Makwanpur -  Nepal,Air Accident
08/24/2010,Makwanpur -  Nepal,Air Accident
08/24/2010,Makwanpur -  Nepal,Air Accident
08/24/2010,Makwanpur -  Nepal,Air Accident
12/15/2010,Thamdada -  Okhaldhunga -  Nepal,Air Accident
05/10/2011,Kalanki -  Kathmandu -  Nepal,Drug-Related
09/25/2011,Lalitpur -  Nepal,Air Accident
09/25/2011,Lalitpur -  Nepal,Air Accident
09/25/2011,Lalitpur -  Nepal,Air Accident
06/22/2012,Thorang Phedi -  Manang -  Nepal,Other Accident
09/28/2012, Thimi -  Bhaktapur -  Nepal,Air Accident
05/20/2013,Barun -  Sankhuwasabha District -  Nepal,Other Accident
06/15/2013,Maharagunj -  Kathmandu -  Nepal,Suicide
08/21/2014,Banke,Drowning
11/11/2014,Lukla - Solukhumbu,Suicide
03/23/2015,Kathmandu,Other Accident
04/25/2015,Namche -  Solukhumbu -  Sagarmatha Zone,Natural Disaster
04/25/2015,Namche -  Solukhumbu -  Sagarmatha Zone,Natural Disaster
04/25/2015,Namche -  Solukhumbu -  Sagarmatha Zone,Natural Disaster
04/26/2015,Tengboche,Natural Disaster
11/14/2015,Solukhumbu District,Other Accident
07/23/2017,Kathmandu,Veh. Accid-Motorcy.
08/03/2017,Lalitpur,Other
11/17/2017,Kathmandu,Veh. Accid-Motorcy.
04/01/2018,Kathmandu -  Province Number 3,Undetermined/Unknown
10/18/2002,Amsterdam -  Netherlands,Suicide
10/20/2002,Maarn -  Netherlands,Other Accident
10/31/2002,Amsterdam -  Netherlands,Other Accident
11/05/2002,Amsterdam -  Netherlands,Drug-Related
11/06/2002,Amsterdam -  Netherlands,Drug-Related
01/15/2003,Amsterdam -  Netherlands,Suicide
05/05/2003,Amsterdam -  Netherlands,Veh. Accident-Pedestrian
05/21/2003,Amsterdam -  Netherlands,Suicide
05/23/2003,Amsterdam -  Netherlands,Drug-Related
06/18/2003,Rotterdam -  Netherlands,Veh. Accident-Auto
08/04/2003,Amsterdam -  Netherlands,Suicide
09/10/2003,Zeist -  Netherlands,Suicide
09/28/2003,Geertruidenberg -  Netherlands,Other Accident
09/28/2003,Geertruidenberg -  Netherlands,Other Accident
10/24/2003,Wassenaar -  Netherlands,Veh. Accident-Motorcycle
10/25/2003,Amsterdam -  Netherlands,Suicide
05/20/2004,Amsterdam -  Netherlands,Drug-Related
12/13/2004,Rotterdam -  The Netherlands,Other Accident
01/11/2005,Amsterdam -  The Netherlands,Drug-Related
06/10/2005,Amsterdam -  The Netherlands,Other Accident
07/31/2005,Amsterdam -  The Netherlands,Drug-Related
01/09/2006,Amsterdam -  The Netherlands,Drug-Related
02/01/2007,Gouda Amsterdam -  The Netherlands,Suicide
06/15/2007,Odilienberg -  The Netherlands,Veh. Accident - Auto
09/30/2007,Amsterdam -  The Netherlands,Drug-Related
05/23/2008,Amsterdam -  The Netherlands,Drug-Related
06/16/2008,Scheveningen -  The Netherlands,Drowning-OCEAN
09/11/2008,Amsterdam -  The Netherlands,Suicide
09/23/2008,The Hague -  The Netherlands,Veh. Accid-Other
02/25/2009,Haarlemmermeer -  Haarlemmermeer,Air Accident
02/25/2009,Haarlemmermeer -  Haarlemmermeer,Air Accident
02/25/2009,Haarlemmermeer -  Haarlemmermeer,Air Accident
02/25/2009,Haarlemmermeer -  Haarlemmermeer,Air Accident
06/16/2009,The Hague -  The Netherlands,Suicide
09/24/2009,Amsterdam -  Netherlands,Suicide
10/24/2009,Amsterdam -  Netherlands,Veh. Accid-Motorcy.
01/31/2010,Amsterdam -  Netherlands,Suicide
02/28/2010,Amsterdam -  Netherlands,Homicide
08/08/2010,Oranjestad -  Netherlands,Drowning
08/14/2010,Doetinchem -  Netherlands,Veh. Accid-Auto
10/13/2010,Oranjestad -  Netherlands,Drowning
10/19/2010,Baby Beach -  Netherlands,Drowning
10/19/2010,Oranjestad -  Netherlands,Veh. Accid-Auto
10/30/2010,Vught -  Netherlands,Suicide
11/08/2010,Amsterdam -  Netherlands,Suicide
11/08/2010,Cupecoy -  Netherlands,Drowning
11/17/2010,Bussum -  Netherlands,Suicide
11/25/2010,San Nicolas -  Netherlands,Drowning
12/09/2010,Amsterdam -  Netherlands,Other Accident
01/10/2011,Amsterdam -  The Netherlands ,Suicide
02/10/2011,Guana Bay Beach -  The Netherlands,Drowning
02/11/2011,Bonaire -  The Netherlands,Drowning
06/16/2011,Amsterdam -  The Netherlands ,Suicide
07/22/2011,Willemstad -  Netherlands,Homicide
12/06/2011,Amsterdam -  Netherlands,Suicide
12/23/2011,Oranjestade -  Netherlands,Drowning
07/12/2012,Amsterdam -  The Netherlands,Other Accident
08/03/2012,Amsterdam -  The Netherlands,Drowning
09/21/2012,Cupecoy -  Sint Maarten -  The Netherlands,Homicide
09/21/2012,Cupecoy -  Sint Maarten -  The Netherlands,Homicide
05/21/2013,Amsterdam -  Netherlands,Suicide
06/04/2013,Mercelina -  Kralendijk -  Netherlands,Drowning
06/28/2013,Amsterdam -  Netherlands,Other Accident
07/16/2013,Netherlands,Suicide
08/28/2013,Amsterdam -  Netherlands,Suicide
09/07/2013,Oranjestad -  Netherlands,Drowning
09/11/2013,Pos Chiquito -  Netherlands,Drowning
11/22/2013,Philipsburg -  Netherlands,Drowning
01/20/2014, The Hague,Drug-Related
02/25/2014,Oranjestad,Homicide
05/26/2014,Willemstad,Drowning
06/08/2014, Amsterdam,Other Accident
09/20/2014,Oosterdokstraat - Amsterdam,Veh. Accid-Bus
11/08/2014,Oranjestad,Drowning
12/10/2014,Broek In Waterland,Veh. Accid-Auto
12/13/2014,St. Maarten,Suicide
12/29/2014,Willemstad,Drowning
02/02/2015,Philipsburg,Drowning
02/10/2015,Kralendijk,Drowning
03/05/2015,Kralendijk,Drowning
03/22/2015,Oyster Bay,Other Accident
03/28/2015,Oranjestad,Other Accident
04/15/2015,The Bottom,Homicide
04/21/2015,Harbour Village -  Kralendijk,Drowning
07/06/2015,Oranjestad -  Aruba,Drowning
07/17/2015,Kralendijk -  Bonaire,Drowning
08/25/2015,Haarlemmermeer,Other Accident
09/09/2015,Barcadera - Kralendijk,Suicide
11/08/2015,Kralendijk,Veh. Accid-Pedestr.
01/14/2016,Willemstad,Suicide
02/24/2016,Oranjestad,Drowning
08/28/2016,Huizen -  North Holland,Suicide
11/05/2016,Kralendijk -  Bonaire,Drowning
01/08/2017,Kralendijk,Drowning
03/02/2017,Oranjestad,Drowning
04/04/2017,Kralendijk,Drowning
04/08/2017,Kralendijk,Drowning
04/19/2017,Willemstad,Drowning
06/01/2017,Kralendijk,Drowning
06/08/2017,Hoofddorp,Other Accident
09/21/2017,Freetown,Suicide
04/25/2018,Zwolle -  Overijssel,Suicide
05/10/2018,Oranjestad -  Aruba,Drowning
06/01/2018,Maastricht -  Limburg,Other Accident
10/04/2002,Kralendijk -  Bonaire -  Netherland Antilles,Drug-Related
11/28/2002,Oyster Pond -  St. Maarten -  Netherland Antilles,Drug-Related
12/05/2002,Bonaire -  Netherlands Antilles,Drowning
01/20/2003,Kralendijk -  Bonaire -  Netherland Antilles,Drowning
11/14/2003,Curacao -  Netherland Antilles,Veh. Accident-Auto
09/06/2004,Bonaire -  Netherlands Antilles,Drowning
12/02/2004,Philipsburg -  St. Maarten -  Netherlands Antilles,Homicide
12/09/2004,St. Eustatius -  Netherlands Antilles,Drowning
01/15/2005,St. Maarten -  Netherlands Antilles,Other Accident
02/20/2005,St. Maarten -  Netherlands Antilles,Drowning
02/25/2005,St. Maarten -  Netherlands Antilles,Drowning
04/11/2005,Kralendijk -  Bonaire -  Netherlands Antilles,Drowning
07/04/2005,Divi Flamingo Beach Resort -  Bonaire -  Netherlands Antilles,Drowning
08/30/2005,St. Eustatius -  Netherlands Antilles,Homicide
10/26/2005,Bonaire -  Netherlands Antilles,Other Accident
12/21/2005,A.c. Wathey Pier -  St. Maarten -  Netherlands Antilles,Drowning
12/22/2005,St. Maarten -  Netherlands Antilles,Drowning
01/27/2006,St. Maarten -  Netherlands Antilles,Homicide
01/31/2006,St. Maarten -  Netherlands Antilles,Drug-Related
02/23/2006,Bay Of Kralendijk -  Bonaire -  Netherlands Antilles,Drowning
09/05/2006,Bonaire -  Netherlands Antilles,Drowning
10/04/2006,Nethrland Antilles,Drowning
11/03/2006,Kralendijk -  Bonaire -  Netherlands Antilles,Drowning
06/14/2007,Aruba -  Caracao Netherlands Antilles,Other Accident-fall
10/08/2007,Oranjestad -  Netherland Antilles,Drowning
10/31/2007,Zionshill -  Saba -  Netherland Antilles,Other Accident
12/17/2007,Bonaire -  Netherland Antilles,Suicide
02/12/2008,Bonaire -  Netherland Antilles,Drowning
05/24/2008,San Nicolas -  Netherland Antilles,DROWNING
10/13/2008,St. Maarten -  Netherlands Antilles,Other Accident
10/21/2008,Saba -  Netherlands Antilles,Air Accident
10/31/2008,Saba -  Netherlands Antilles,Drowning
12/01/2009,Oranjestad -  Antilles,Veh. Accid-Auto
01/22/2010,Oranjestad -  Netherlands Antilles,Drowning
03/03/2010,Netherlands Antilles,Suicide
03/05/2010,Oranjestad -  Netherlands Antilles,Suicide
04/08/2010,French Quarters -  Netherlands Antilles,Drowning
06/15/2010,Bonaire -  Netheralnd Antilles,Drug-Related
03/22/2012,Doorn -  Netherlands,Suicide
06/01/2012,Voorburg -  Netherlands,Suicide
10/07/2002,Arorangi -  Rarotonga -  Cook Islands,Drowning
11/09/2002,Invercargill -  New Zealand,Veh. Accident-Auto
12/07/2002,Leigh Road -  Matakana -  New Zealand,Veh. Accident-Auto
03/28/2003,Kaikoura Railway Station -  Kaikoura -  New Zealand,Train Accident
01/24/2004,Rarotonga -  Cook Islands,Drowning
02/13/2004,Kaikoura -  New Zealand,Veh. Accident-Motorcycle
03/18/2004,The Neck Wanaka Makaroa Highway -  New Zealand,Veh. Accident-Motorcycle
09/07/2004,Treble Cone Ski Field -  Mount Aspiring Road -  Wanaka -  New Zealand,Other Accident
10/16/2004,Te Awanga -  Hastings -  New Zealand,Other Accident
05/18/2005,State Highway 27 Ngarua Morrinsville -  New Zealand,Veh. Accident-Bus
05/18/2005,State Highway 27 Ngarua Morrinsville -  New Zealand,Veh. Accident-Bus
11/26/2005,Auckland -  New Zealand,Suicide
12/09/2005,Dunedin -  New Zealand,Other Accident
01/06/2006,Waitohi-temuka -  New Zealand,Veh. Accident-Auto
01/06/2006,Waitohi-temuka -  New Zealand,Veh. Accident-Auto
02/03/2006,Maunu Road -  Whangarei -   -  New Zealand,Veh. Accident-Auto
03/03/2006,Brownings Pass -  Hokitika -  New Zealand,Other Accident
03/05/2006,Mt Aspiring National Park -  Wanaka -  New Zealand,Air Accident
04/29/2006,Dunedin -  New Zealand,Other Accident
03/24/2007,Mount Sealy -  Mount Cook National Park -  New Zealand,Other Accident
03/29/2007,Te Anau -  New Zealand,Veh. Accident-Motorcycle
05/07/2007,Mt. Aspiring National Park -  Wanaka -  New Zealand,Other Accident
08/19/2007,Kaituna River -  Okere Falls -  Rotorua -  New Zealand,Drowning
01/06/2008,Hill Top State Hwy -  Christchurch - new Zealand,Veh. Accid-Motorcy.
02/08/2008,Aoraki Mt -  New Zealand,Other Accident
03/15/2009,State Highway 1 -  Maroa,Veh. Accid-Auto
07/13/2009,Kaikohe -  New Zealand,Veh. Accid-Auto
09/29/2009,Apia -  New Zealand,Disaster
09/29/2009,Apia -  New Zealand,Disaster
10/20/2009,Marlborough -  New Zealand,Drowning
01/02/2010,Blenheim -  new Zealand,Other Accident
01/17/2010,Mohaka -  New Zeland,Drowning
02/18/2010,Palmerston North -  New Zealand,Veh. Accid-Auto
06/23/2010,Christchurch -  New Zealand,Other Accident
10/02/2010,Tauranga -  New Zealand,Suicide
12/11/2010,Leigh -  New Zealand,Drowning
01/24/2011, Auckland -  New Zealand,Veh. Accid-Auto
02/22/2011,Christchurch -  New Zealand,Disaster
02/22/2011,Christchurch -  New Zealand,Disaster
03/24/2011,Wellington -  New Zealand,Veh. Accid-Motorcy.
04/09/2011,Auckland -  New Zealand,Suicide
05/15/2011,Whangarei -  New Zealand,Drowning
05/12/2012,Otukou Taupo -  New Zealand,Vehicle Accident - Auto
05/12/2012,Otukou Taupo -  New Zealand,Vehicle Accident - Auto
05/12/2012,Otukou Taupo -  New Zealand,Vehicle Accident - Auto
07/27/2012,Whitianga -  Waikato -  New Zealand,Other Accident
09/20/2012,Otorohanga -  Waikato -  New Zealand,Vehicle Accident - Auto
02/20/2013,Paihia -  Bay Of Islands -  New Zealand,Drowning
03/30/2013,Kawhia Harbour -  New Zealand,Air Accident
03/30/2013,Kawhia Harbour -  New Zealand,Air Accident
07/29/2013,Alexandra -  Central Otago -  New Zealand,Veh. Accid-Auto
08/13/2013,Apia -  New Zealand,Veh. Accid-Auto
08/13/2013,Apia -  New Zealand,Veh. Accid-Auto
09/04/2013,Mangamuka Okaihau -  New Zealand,Veh. Accid-Motorcy.
12/27/2013,Moturua Island Waiwhapuku -  Bay Of Islands -  New Zealand,Other Accident
02/17/2015,Hamilton,Veh. Accid-Auto
02/17/2015,Tokoroa,Veh. Accid-Auto
02/17/2015,Tokoroa,Veh. Accid-Auto
02/17/2015,Tokoroa,Veh. Accid-Auto
03/11/2015,Ngahinapouri,Veh. Accid-Auto
03/11/2015,Ngahinapouri,Veh. Accid-Auto
03/11/2015,Ngahinapouri,Veh. Accid-Auto
09/25/2015,Timar,Other Accident
10/05/2015,Wanaka,Other Accident
12/02/2015,Hamilton,Suicide
12/09/2015,Wanaka,Other Accident
01/02/2016,Franz Josef,Other Accident
02/22/2016,Putaruru ,Veh. Accid-Auto
04/15/2016,Lake Wakatipu,Other Accident
04/18/2016,Matamata,Veh. Accid-Auto
05/24/2016,Hastings,Veh. Accid-Auto
08/12/2016,Oamaru,Suicide
09/29/2016,Martinborough - Wairarapa,Veh. Accid-Auto
11/22/2016,Tauranga,Veh. Accid-Other
12/27/2016,Aoraki  -  Mount Cook National Park,Veh. Accid-Motorcy.
04/10/2017,Queenstown,Other Accident
11/22/2017,Rarotonga -  Cook Islands,Drowning
11/22/2017,Rarotonga -  Cook Islands,Drowning
01/29/2018,Whakapara -  Northland,Veh. Accid-Auto
05/07/2018,Matagi -  Atafu,Suicide
06/13/2018,Christchurch -  Canterbury,Veh. Accid-Auto
10/04/2003,Rivas -  Nicaragua,Other Accident
02/23/2004,Llanos De Pacaya -  Carazo -  Nicaragua,Suicide
04/08/2004,Managua -  Nicaragua,Suicide
11/15/2004,Nandaime -  Granada -  Nicaragua,Veh. Accident-Auto
11/17/2004,Volcan Maderas -  Isla De Ometepe -  Nicaragua,Other Accident
12/14/2004,Km 62 Carretera Norte -  Tipitapa -  Managua -  Nicaragua,Veh. Accident-Auto
04/13/2005,Leon -  Nicaragua,Other Accident
04/17/2005,Managua -  Nicaragua,Suicide
07/11/2005,San Juan Del Sur -  Rivas -  Nicaragua,Veh. Accident
01/18/2006,Municipality Of Boaco -  Boaco Department -  Nicaragua,Veh. Accident-Auto
04/03/2006,Lake Nicaragua -  Chontales -  Nicaragua,Drowning
04/03/2006,Lake Nicaragua -  Chontales -  Nicaragua,Drowning
04/05/2006,Ticuantepe -  Managua -  Nicaragua,Homicide
07/14/2006,Managua -  Nicaragua,Homicide
08/18/2006,Juigalpa -  Chontales -  Nicaragua,Veh. Accident-Auto
10/15/2006,Managua -  Nicaragua,Veh. Accident-Auto
03/12/2007,Jiquilillo -  Chinandega,Suicide
04/28/2007,Altamira -  Managua,Homicide
05/13/2007,Barrio El Calvario -  Esteli,Homicide
05/27/2007,Managua -  Nicaragua,Homicide
02/03/2008,Santa Cruz -  Ometepe -  Rivas -  Nicaragua,Suicide
02/14/2008,Managua -  Nicaragua,Suicide
02/14/2008,Managua -  Nicaragua,Suicide
03/09/2008,Managua -  Nicaragua,Veh. Accid-Auto
04/27/2008,Corinto -  Chinandega -  Nicaragua,Drowning
05/18/2008,Managua -  Nicaragua,Other Accident
12/09/2008,Managua -  Nicaragua,Homicide
12/14/2008,Rivas -  Nicaragua,Other Accident
02/20/2009,Managua -  Nicaragua,Suicide
06/16/2009,San Juan Del Sur -  Rivas,Drowning
08/05/2009,Managua -  Nicaragua,Veh. Accid-Auto
08/06/2009,Managua -  Nicaragua,Veh. Accid-Auto
08/29/2009,Leon -  Nicaragua,Homicide
09/13/2009,San Marcos -  Carazo -  Nicaragua,Other Accident
12/01/2009,Managua -  Nicaragua,Homicide
08/14/2010,San Marcos -  Carazo -  Nicaragua,Homicide
08/19/2010,Managua -  Nicaragua,Veh. Accid-Auto
08/19/2010,Managua -  Nicaragua,Veh. Accid-Auto
08/20/2010,Managua -  Nicaragua,Veh. Accid-Auto
08/26/2010,Managua -  Nicaragua,Suicide
11/14/2010,Managua -  Nicaragua,Homicide
12/03/2010,Nueva Segovia -  Nicaragua,Veh. Accid-Auto
02/10/2011,Waslala -  R.A.A.N. -  Nicaragua,Veh. Accid-Auto
03/21/2011,Moyogalpa -  Rivas -  Nicaragua,Suicide
03/25/2011,Rivas -  Nicaragua,Drowning
04/10/2011,Managua -  Nicaragua,Veh. Accid-Auto
05/13/2011,Managua -  Nicaragua,Homicide
07/30/2011,Managua -  Nicaragua,Veh. Accid-Motorcy.
09/15/2011,San Juan Del Sur -  Rivas -  Nicaragua,Drowning
12/21/2011,Granada -  Nicaragua,Suicide
02/13/2012,Rivas -  Nicaragua,Drowning
05/26/2012,Tola -  Nicaragua,Drowning
07/08/2012,San Juan del Sur -  Rivas -  Nicaragua,Suicide
