Date,City,Cause of Death
08/30/2012,San Juan del Sur -  Rivas -  Nicaragua,Drowning
01/04/2013,Leon -  Nicaragua,Veh. Accid-Auto
02/17/2013,Matagalpa -  Nicaragua,Other Accident
03/02/2013,Managua -  Nicaragua,Suicide
04/16/2013,Managua -  Nicaragua,Maritime Accident
05/09/2013,San Juan del Sur -  Rivas -  Nicaragua,Drowning
06/15/2013,Boaco -  Nicaragua,Suicide
07/08/2013,Managua -  Nicaragua,Suicide
11/15/2013,Managua -  Nicaragua,Homicide
12/25/2013,Leon -  Nicaragua,Suicide
01/14/2014,Corn Island - R.A.A.N.,Other Accident
04/11/2014,San Rafael del Sur - Managua,Homicide
06/16/2014,San Juan del Sur - Rivas,Drowning
12/13/2014,Managua,Other Accident
04/19/2015,Leon,Veh. Accid-Auto
05/03/2015,San Juan Del Sur -  Rivas,Drowning
05/09/2015,San Juan Del Sur -  Rivas,Drowning
07/11/2015,Rivas,Veh. Accid-Auto
10/13/2015,Ciudad Sandino - Managua,Homicide
11/01/2015,Managua,Other Accident
11/17/2015,Rio San Jua,Air Accident
11/17/2015,Rio San Jua,Air Accident
01/23/2016,Region Autonoma Caribe Sur,Drowning
01/23/2016,Region Autonoma Caribe Sur,Drowning
09/14/2016,San Rafael Del Sur - San Rafael Del Sur,Drowning
01/29/2017,Managua,Homicide
01/29/2017,Managua,Homicide
02/18/2017,Rivas,Suicide
03/15/2017,Managua,Suicide
03/26/2017,Masaya,Drowning
04/05/2017,Managua,Other Accident
04/07/2017,Madriz,Other Accident
10/22/2017,Las Tejas -  Matagalpa-Sebaco,Veh. Accid-Motorcy.
03/12/2018,San Juan Del Sur -  Rivas,Veh. Accid-Motorcy.
03/17/2018,San Juan del Sur -  Rivas,Suicide
04/09/2018,Calle El Martirio -  Granada,Drowning
06/02/2018,Pista Rubenia -  Managua,Homicide
12/10/2013,Tamou -  Niger,Veh. Accid-Auto
02/02/2017,Galmi,Veh. Accid-Auto
01/14/2003,Lagos -  Nigeria,Other Accident
05/15/2003,Anambra -  Nigeria,Homicide
04/23/2004,Escravos -  Nigeria,Homicide
04/23/2004,Escravos -  Nigeria,Homicide
06/27/2004,Lagos -  Nigeria,Veh. Accident-Auto
07/07/2004,Akwanga Road -  Nigeria,Veh. Accident-Auto
07/26/2004,Escravos -  Nigeria (offshore),Air Accident
07/26/2004,Gulf Of Guinea -  Off The Coast Of Nigeria,Air Accident
08/20/2004,Lagos -  Nigeria,Other Accident
09/17/2004,Lagos -  Nigeria,Veh. Accident-Auto
01/11/2005,Enugu -  Nigeria,Homicide
03/09/2005,Benin-lagos Road -  Nigeria,Veh. Accident-Auto
04/01/2005,Sokoto -  Nigeria,Homicide
10/22/2005,Lagos -  Nigeria,Air Accident
12/10/2005,Rivers State -  Nigeria,Air Accident
12/11/2005,Umuahia -  Abia State -  Nigeria,Veh. Accident-Bus
11/05/2006,Lagos -  Nigeria,Homicide
01/02/2007,Umuasengu -  Enugu,Homicide
02/02/2007,Bauchi -  Bauchi,Veh. Accident-Auto
04/09/2007,Gombe - Bauchi Road -  Gombe State,Veh. Accident-Bus
05/11/2007,Lagos -  Nigeria,Homicide
05/24/2007,Lagos -  Nigeria,Homicide
09/09/2007,Ajah -  Lagos -  Nigeria,Homicide
11/11/2007,Airport Road -  Abuja -  Nigeria,Veh. Accid-Auto
12/23/2007,Onitsha -  Enugu -  Nigeria,Homicide
03/22/2008,Lagos-ibadan Expressway -  Ogun State -  Nigeria,Veh. Accid-Auto
07/29/2008,Lagos -  Nigeria,Drowning
10/05/2008,Port Harcourt -  Nigeria,Other Accident
11/06/2008,Isuikwuato  - abia -  Nigeria,Homicide
12/25/2008,Lagos -  Nigeria,Suicide
05/04/2009,Lagos -  Nigeria,Homicide
03/14/2010,Lekki Ajah - Lagos -  Nigeria,Drowning
04/03/2010,Port Harcourt - Rivers -  Nigeria,Homicide
04/04/2010,Port Harcourt - RiversNigeria,Homicide
04/23/2010,Port Harcourt - Rivers -  Nigeria,Homicide
05/30/2010,Nigeria,Veh. Accid-Auto
10/20/2010, Anambra State -  Nigeria,Homicide
12/01/2010,Lagos -  Nigeria,Homicide
04/12/2011,Okigwe -  Abia State -  Nigeria,Veh. Accid-Auto
06/18/2011,Riyom -  Jos -  Nigeria,Veh. Accid-Auto
08/06/2011,Abuja -  Nigeria,Other Accident
01/27/2012,Lagos -  Nigeria,Air Accident
06/03/2012,Lagos -  Nigeria,Air Accident
06/03/2012,Lagos -  Nigeria,Air Accident
06/03/2012,Lagos -  Nigeria,Air Accident
06/13/2012,Edo State -  Nigeria,Vehicle Accident - Auto
06/20/2012,Port Harcourt -  Nigeria,Homicide
08/07/2012,Delta State -  Nigeria,Drowning
10/12/2012,Lagos -  Nigeria,Suicide
12/26/2012,Aku -  Enugu -  Nigeria,Homicide
01/10/2013,Obiaruku -  Delta State -  Nigeria,Homicide
01/22/2013,Abuja -  Nigeria,Other Accident
01/29/2013,Port Harcourt -  Rivers -  Nigeria,Homicide
04/28/2013,Lagos -  Nigeria,Drowning
07/22/2013,Ibadan -  Nigeria,Veh. Accid-Auto
06/19/2014,Abuja -  F.C.T.,Suicide
09/07/2014,Lagos,Veh. Accid-Auto
09/09/2014,Owerri - Imo State,Homicide
08/12/2015,Lagos,Air Accident
08/26/2015,Ondo State,Veh. Accid-Bus
08/26/2015,Ondo State,Veh. Accid-Bus
10/15/2015,Imo,Other Accident
12/26/2015,Oyo,Veh. Accid-Auto
01/19/2017,Lagos,Veh. Accid-Auto
04/16/2017,Anambra State,Drowning
05/27/2017,Akwa Ibom,Suicide
05/10/2014,Coleraine,Other Accident
11/25/2015,Belfast,Suicide
06/21/2018,Coleraine -  Causeway Coast and Glens,Other Accident
03/15/2003,Son -  Norway,Homicide
05/04/2003,Found At Slettefjell -  Sauland -  Norway,Air Accident
05/27/2003,Hafrsfjord -  Norway,Suicide
09/19/2004,Moss -  Norway,Other Accident
12/27/2004,Bergen -  Norway,Suicide
03/20/2005,Hundvaag/stavanger -  Norway,Veh. Accident-Pedestrian
10/03/2005,Mandal -  Norway,Suicide
05/31/2007,Toppen -  Norway,Suicide
08/28/2007,Ruksvei 212 -  Nes -  Norway ,Veh. Accid-Motorcy.
09/10/2007,Gildeskaal -  Meloey -  Norway,Other Accident
04/02/2008,Oslo -  Norway,Drug-Related
04/27/2008,Flekkefjord -  Norway,Veh. Accid-Auto
03/25/2009,Karmoey Dps -  Oestrem -  4291 Kopervik,Suicide
09/14/2009,Eiekrapen -  Norway,Veh. Accid-Other
05/26/2010,Holmestrand -  Norway,Maritime Accident
07/05/2010,Skien -  Norway,Veh. Accid-Auto
10/07/2010,Moskenes Municipality -  Norway,Other Accident
10/07/2010,Vikesaa -  Norway,Veh. Accid-Auto
06/18/2011,Flakstad -  Nordland -  Norway,Veh. Accid-bike
11/12/2011,Loerenskog -  Norway,Drug-Related
06/27/2012,Eidfjord -  Norway,Other Accident
08/29/2012,Farsund -  Norway,Suicide
05/26/2013,Trondheim -  Norway,Drowning
06/17/2013,Spitsbergen -  Svalbard -  Norway,Drowning
07/23/2014,Aafjord,Suicide
03/17/2015,Bergen,Other Accident
07/24/2015,Oslo,Suicide
10/18/2015,Moskenes Municipalit,Other Accident
03/29/2016,Bekkestua,Suicide
06/02/2016,Trondheim,Veh. Accid-Other
06/25/2016,Forsand,Other Accident
07/04/2016,Bodo -  Nordland,Suicide
08/01/2016,Oslo,Other Accident
08/07/2016,Eikesdalen,Other Accident
06/28/2017,Aurland,Other Accident
12/24/2003,Al Gaftain -  Wilayat Of Haima -  South Of Muscat -  Oman,Veh. Accident-Auto
12/31/2003,Seeb -  Oman,Homicide
02/09/2005,Al Zahiya -  Wilayat Of Liwa -  Oman,Veh. Accident-Auto
12/10/2009,Sur -  Oman,Other Accident
06/05/2013,Muscat -  Oman,Veh. Accid-Auto
12/29/2013,Khor Sham -  Musandam -  Oman,Maritime Accident
01/17/2017,Al Wusta Region,Other Accident
11/14/2002,Haripur -  N.w.f.p. -  Pakistan,Homicide
02/24/2003,7 Nautical Miles Nw Off Churna Island Near Karachi -  Pakistan,Air Accident
02/24/2003,7 Nautical Miles Nw Off Churna Island Near Karachi -  Pakistan,Air Accident
02/24/2003,7 Nautical Miles Nw Off Churna Island Near Karachi -  Pakistan,Air Accident
06/30/2003,Murree -  Punjab -  Pakistan,Homicide
06/30/2003,Murree -  Punjab -  Pakistan,Homicide
04/30/2005,Al-murtaza Manzil -  Chak No. 7 -  W-b Danewal -  Vehari -  Punjab -  Pakistan,Homicide
07/09/2005,Shipton Spire Base Camp -  Skardu -  Pakistan,Other Accident
10/08/2005,Jalalabad -  Muzaffarabad,Disaster
12/24/2005,Karachi -  Pakistan,Homicide
03/02/2006,Karachi -  Pakistan,Terrorist Action
05/21/2006,Rawalpindi -  Punjab -  Pakistan,Homicide
11/25/2006,Rahim Yar Khan -  Punjab -  Pakistan,Veh. Accident-Auto
08/25/2007,Motorway -  Faisalabad -  Punjab,Veh. Accid-Auto
08/29/2007,Islamabad -  Pakistan,Homicide
08/29/2007,Islamabad -  Pakistan,Homicide
11/21/2007,Karachi -  Pakistan,Homicide
01/28/2008,Islamabad -  Pakistan,Suicide
03/03/2008,Bahauddin -  Pakistan,Homicide
05/26/2008,Kanchanaburi -  Pakistan,Homicide
09/08/2008,Mirpurkhas -  Pakistan,Homicide
09/20/2008,Islamabad -  Pakistan,Terrorist Action
11/12/2008,Peshawar -  Pakistan,Terrorist Action
02/17/2009,Peshawar -  Nwfp -  Pakistan,Homicide
03/03/2009,Rawalpindi -  Punjab -  Pakistan,Homicide
03/07/2009,Lahore -  Punjab -  Pakistan,Veh. Accid-Auto
07/06/2009,Gujrat -  Pakistan,Homicide
09/26/2009,Jamshoro District -  Pakistan,Veh. Accid-Auto
11/27/2009,Lahore  - Punjab -  Pakistan,Veh. Accid-Auto
06/29/2010,Mingora-Swat - Khyber Pakhtun Khuwa -  Pakistan,Homicide
07/28/2010,Islamabad -  Pakistan,Air Accident
07/28/2010,Islamabad -  Pakistan,Air Accident
07/28/2010,Islamabad -  Pakistan,Air Accident
08/19/2010,Sanghar -  Sindh -  Pakistan,Homicide
10/21/2010,Islamabad -  Pakistan,Veh. Accid-Motorcy.
07/05/2011,Multan -  Punjab -  Pakistan,Veh. Accid-Motorcy.
11/01/2011,Gujrat -  Punjab -  Pakistan,Homicide
11/18/2011,Karachi -  Pakistan,Suicide
07/28/2013,K2 Camp III -  Pakistan,Other Accident
12/28/2013,Gujrat -  Pakistan,Homicide
02/20/2014,Multan  - Punjab,Veh. Accid-Motorcy.
02/27/2014,Attock - Punjab,Veh. Accid-Auto
02/27/2014,Attock - Punjab,Veh. Accid-Auto
02/27/2014,Attock - Punjab,Veh. Accid-Other
04/16/2014,Attock - Punjab,Homicide
05/26/2014,Chanab Nagar - Punjab,Homicide
02/08/2015,Kharian -  District Gujrat -  Punjab,Homicide
06/17/2015,,Homicide
07/21/2015,Karachi -  Sindh,Veh. Accid-Auto
09/17/2015,Kallar Kahar,Veh. Accid-Auto
10/29/2016,Karachi - Sindh,Terrorist Action
02/14/2017,Khyber Pakhtunkhwa,Unknown/Undetermined
11/29/2017,Islamabad,Terrorist Action
12/30/2017,Rawalpindi -  Punjab,Veh. Accid-Auto
01/25/2018,Sialkot Cantt -  Punjab,Veh. Accid-Pedestr.
12/22/2003,Koror -  Palau,Homicide
05/17/2004,Blue Corner Dive Site -  Koror -  Palau,Drowning
06/27/2005,Koror -  Palau,Maritime Accident
11/21/2002,Campo Lindberg -  Panama,Suicide
01/06/2003,Bocas Del Toro -  Panama,Drowning
05/29/2003,Calidonia -  Panama,Veh. Accident-Auto
05/31/2003,Bella Vista -  Panama,Suicide
11/08/2003,Canglon -  Darien -  Panama,Air Accident
05/14/2004,Isla Bocas -  Bocas Del Toro -  Panama,Air Accident
05/28/2004,Panama City -  Panama,Homicide
06/04/2004,Gamboa -  Panama Province -  Panama,Homicide
07/02/2004,Tocumen International Airport -  Panama,Air Accident
07/02/2004,Tocumen International Airport -  Panama,Air Accident
07/02/2004,Tocumen International Airport -  Panama,Air Accident
07/02/2004,Tocumen International Airport -  Panama,Air Accident
07/24/2004,Los Algarrobos -  Dolega -  Chiriqui -  Panama,Veh. Accident-Auto
09/05/2004,Panama City -  Panama,Other Accident
12/20/2004,Panama City -  Panama,Other Accident
02/05/2005,Santo Domingo -  Las Tablas -  Los Santos Province -  Panama,Veh. Accident-Auto
02/05/2005,Via Interamericana -  El Coco -  Penonome -  Cocle Province -  Panama,Veh. Accident-Auto
04/16/2005,Panama City -  Panama,Other Accident
04/20/2005,Panama City -  Panama,Homicide
11/25/2005,Majagua River -  David -  Province Of Chiriqui -  Panama,Drowning
12/21/2005,Transismica Road -  Buena Vista -  Colon -  Panama,Veh. Accident-Auto
02/21/2006,Chiriqui -  Panama,Other Accident
04/26/2006,Las Lajas -  San Felix -  Chiriqui -  Panama,Drowning
06/14/2006,Panama City -  Panama,Homicide
07/25/2006,Highway Br 050 -  Km 150 -  Panama,Veh. Accident-Auto
01/09/2007,Granito De Oro Island -  Montijo -  Veraguas -  Panama,Drowning - Ocean 
04/06/2007,Cerro La Cruz -  El Valle Anton -  Panama,Other Accident
04/06/2007,El Valle -  Anton -  Cocle -  Panama,Veh. Accident-Auto
07/08/2007,Chame -  Espave -  Panama,Veh. Accid-Motorcy.
10/14/2007,San Felipe -  Las Bovedas Beach Catedral -  Panama City -  Panama,Drowning
12/23/2007,Boquete -  Alto Chiriqui -  Chiriqui -  Panama,Air Accident
12/23/2007,Boquete -  Alto Chiriqui -  Chiriqui -  Panama,Air Accident
01/27/2008,Kilometer 56 -  Changuinola -  Almirante -  Bocas Del Toro -  Panama,Veh. Accid-Auto
03/04/2008,Playa Wizard -  Bastimentos -  Bocas Del Toro Island -  Bocas Del Toro,Drowning
03/09/2008,Las Uvas -  San Carlos -  Chame -  Panama,Veh. Accid-Auto
03/25/2008,Nombre De Dios - santa Isabel District -  Colon,Veh. Accid-Auto
04/10/2008,Playa Leona -  La Chorrera -  Panama,Veh. Accid-Auto
07/17/2008,Bocas Del Toro -  Panama,Drowning
09/05/2008,Panama City -  Panama,Suicide
09/12/2008,Bocas Del Toro -  Panama,Homicide
09/21/2008,San Miguelito -  Panama,Homicide
12/07/2008,Carrasquilla -  Panama,Veh. Accid-Pedestr.
01/17/2009,San Francisco -  Panama -  Panama,Maritime Accident
02/28/2009,Juan Diaz -  Panama -  Panama,Homicide
05/27/2009,Chame -  Espave -  Panama,Homicide
07/11/2009,District of Alanje  - Province Of Chiriqui -  Panama,Drowning
09/17/2009,Chiriqui -  Panama,Suicide
09/19/2009,Punta Prieta -   - Chame -  Panama,Other Accident
02/19/2010,Panama City -  Panama,Homicide
03/29/2010,Dolega -  Panama,Homicide
12/06/2010,Chiriqui -  Panama,Suicide
02/01/2011,Calidonia -  Panama,Other Accident
04/01/2011,Chiriqui -  Panama,Suicide
04/05/2011,San Bartolo - Veraguas -  Panama,Suicide
05/03/2011,Anton -  Santa Clara. - Panama,Veh. Accid-Auto
12/03/2011,Chame -  Panama,Air Accident
01/10/2012,Boquete -  Chiriqui -  Panama,Vehicle Accident - Auto
03/29/2012,Panama City -  Panama,Suicide
04/06/2012,Panama City -  Panama,Air Accident
04/19/2012,Panama City -  Panama,Homicide
04/19/2012,Panama City -  Panama,Homicide
04/29/2012,Panama City -  Panama,Suicide
05/23/2012,Montijo -  Veraguas -  Panama,Drowning
06/02/2012,Alanje -  Chiriqui -  Panama,Drowning
09/07/2012,Panama -  Panama,Homicide
12/29/2012,Palenque -  Colon -  Panama,Homicide
04/09/2013,La Guadalupe -  Chorrera -  Panama,Maritime Accident
07/10/2013,Royal Parks -  Panama,Suicide
12/31/2013,La Chorrera -  Panama ,Suicide
01/14/2014,Boca Chica - Chiriqui,Veh. Accid-Other
01/27/2014,Chiriqui,Other Accident
06/22/2014,La Mata - Santiago,Suicide
07/12/2014, Dolega - Chiriqui,Homicide
12/06/2014,Pedasi - Los Santos,Drowning
12/08/2014,Bocas Del Toro,Homicide
01/16/2015,Chame,Veh. Accid-Bus
01/16/2015,San Carlos -  Panama Oeste,Veh. Accid-Bus
06/01/2015,La Palma -  Darien,Drowning
06/01/2015,La Palma -  Darien,Drowning
08/13/2015,Panama City,Suicide
08/16/2015,Panama City,Homicide
09/03/2015,Penonome,Drug-Related
11/16/2015,Los Santos,Veh. Accid-Auto
02/17/2016,Bocos Del Toro,Other Accident
03/02/2016,Playa Banco Montijo,Drowning
05/30/2016,Chitre,Suicide
07/19/2016,San Felix -  Chiriqui,Drowning
08/03/2016,Aguadulce -  Cocle,Veh. Accid-Auto
08/19/2016,Bocas Del Toro -  Bocas Del Toro,Veh. Accid-Auto
12/20/2016,David - Chiriqui,Suicide
02/02/2017,Bocas Del Toro,Homicide
05/16/2017,Chiriqui,Veh. Accid-Motorcy.
07/02/2017,El Valle de Anton -  Cocle,Veh. Accid-Auto
07/10/2017,La Mesa -  Veraguas,Veh. Accid-Auto
08/06/2017,Palenque -  Colon,Drowning
09/10/2017,Panama City -  Panama,Unknown/Undetermined
01/04/2018,Panama City -  Panama,Homicide
05/06/2018,David -  Chiriqui,Other Accident
03/26/2007,Alotau -  Milne Bay -  Papua New Guinea,Other Accident
10/05/2010,Efate -  Papua new Guinea,Drowning
11/26/2012,Wewak -  East Sepik -  Papua New Guinea,Other Accident
05/02/2013,Sanma Province -  Vanuatu -  Papua New Guinea,Drowning
05/14/2005,Horqueta -  Paraguay,Veh. Accident-Auto
11/24/2005,Colonia Florida -  J.e. Estigarribia -  Caaguazu -  Paraguay,Other Accident
12/05/2009,Alto Parana -  Paraguay,Homicide
09/07/2010,Asuncion -  Paraguay,Homicide
08/13/2011,Ciudad Del Este -  Paraguay,Homicide
11/27/2011,Paraguari -  Paraguay,Veh. Accid-Auto
04/18/2012,Carmen Del Parana -  Itapua -  Paraguay,Vehicle Accident - Auto
04/18/2012,Carmen Del Parana -  Itapua -  Paraguay,Vehicle Accident - Auto
07/16/2015,Villarrica Hospital - Villarrica,Veh. Accid-Auto
07/30/2016,Clorinda - Formosa,Veh. Accid-Auto
12/17/2017,Asuncion,Homicide
01/09/2003,San Geronimo De Paclas -  Luya -  Amazonas -  Peru,Air Accident
06/01/2003,Peru,Other Accident
12/06/2003,Lima -  Peru,Veh. Accident-Auto
02/20/2004,Chancay Province -  Peru,Veh. Accident-Bus
03/24/2004,Cascas -  Trujillo -  Peru,Other Accident
06/03/2004,Av. Del Parque -  La Molina -  Lima -  Peru,Other Accident
02/09/2005,Callao -  Peru,Other Accident
08/23/2005,Pucallpa -  Peru,Air Accident
08/23/2005,Pucallpa -  Peru,Air Accident
03/01/2006,San Jeronimo -  Cusco -  Peru,Other Accident
03/01/2006,San Jeronimo -  Cusco -  Peru,Other Accident
03/31/2006,Kayllapampa-quiquijana Cusco -  Peru,Drowning
03/31/2006,Kayllapampa-quiquijana Cusco -  Peru,Drowning
05/14/2006,Juliaca -  Puno -  Peru,Other Accident
05/24/2006,Talara -  Peru,Drowning
03/11/2007,Panamericana Sur -  Lurin -  Peru,Other Accident
04/22/2007,Cusco -  Cusco -  Peru,Suicide
08/30/2007,Pucallpa -  Ucayali -  Peru,Drug-Related
11/04/2007,Paucartambo -  Cuzco -  Peru,Other Accident
01/03/2008,Cabanaconde -  Arequipa -  Peru,Other Accident
07/05/2008,Abancay -  Peru,Other Accident
01/03/2009,Lima -  Peru,Other Accident
03/19/2009,Lima -  Peru,Other Accident
03/19/2009,Lima -  Peru,Other Accident
04/13/2009,Lima -  Peru,Homicide
06/01/2009,Lima -  Peru,Veh. Accid-Bus
06/01/2009,Lima -  Peru,Veh. Accid-Bus
05/22/2010,Iquitos -  Peru,Drowning
06/03/2010,Caraz - Huaraz -  Peru,Other Accident
07/31/2010,Nevado Yanapaccha -  Huaraz -  Peru,Other Accident
08/01/2010,Morococha -  La Oroya -  Peru,Other Accident
08/27/2010,Lima -  Peru,Homicide
09/19/2010,Carreratera Oxapampa -  Oxapampa-Pozuzo -  Peru,Veh. Accid-Auto
11/04/2010,Chaclacayo -  Peru,Veh. Accid-Other
05/07/2011,Ilo - Moquegua -  Peru,Homicide
05/25/2011,Lima -  Peru,Suicide
10/20/2011,Niraco -  Arequipa -  Peru,Veh. Accid-Auto
02/26/2012,Iquitos -  Peru,Suicide
07/14/2012,Huaraz -  Ancash -  Peru,Other Accident
07/14/2012,Huaraz -  Ancash -  Peru,Other Accident
08/28/2012,Calca -  Cusco -  Peru,Vehicle Accident - Auto
08/28/2012,Calca -  Cusco -  Peru,Vehicle Accident - Auto
09/15/2012,Cusco -  Cusco -  Peru,Vehicle Accident - Motorcycle
10/07/2012,Lima -  Peru,Suicide
12/18/2012,Cusco -  Cusco -  Peru,Drowning
12/27/2012,Huarmey -  Ancash -  Peru,Other Accident
01/01/2013,Cusco -  Peru,Other Accident
01/07/2013,Yarinacocha -  Ucayalli -  Peru,Air Accident
01/07/2013,Yarinacocha -  Ucayalli -  Peru,Air Accident
01/07/2013,Yarinacocha -  Ucayalli -  Peru,Air Accident
01/07/2013,Yarinacocha -  Ucayalli -  Peru,Air Accident
01/07/2013,Yarinacocha -  Ucayalli -  Peru,Air Accident
01/23/2013,Lima -  Peru,Other Accident
02/15/2013,Cusco -  Peru,Suicide
02/16/2013,Lima -  Peru,Suicide
03/22/2013,Paracas -  Peru,Suicide
05/19/2013,Lima -  Peru,Drug-Related
06/02/2013,Cusco -  Peru,Suicide
09/01/2013,La Victoria -  San Luis -  Lima -  Peru,Homicide
10/22/2013,Lima -  Peru,Suicide
10/27/2013,Miraflores -  Lima -  Peru,Suicide
11/05/2013,La Estancia -  San Martin -  Peru,Veh. Accid-Motorcy.
05/02/2014,Lima,Suicide
07/14/2014,Nevado Piramide - Caraz - Huaylas -  Ancash,Other Accident
10/31/2014,Taller Bazan - Barranca - Lima,Homicide
12/17/2014,Chuquibambilla - Apurimac,Veh. Accid-Auto
02/14/2015,Sullana -  Piura,Veh. Accid-Auto
06/10/2015,Mancora -  Piura,Suicide
07/13/2015,Lima,Other Accident
08/04/2015,Lima,Suicide
01/01/2016,Cajamarca,Other Accident
01/04/2016,Lima,Veh. Accid-Auto
01/17/2016,Tumbez,Veh. Accid-Auto
04/10/2016,Iquitos,Other Accident
04/10/2016,Iquitos,Other Accident
05/20/2016,San Martin,Suicide
08/14/2016,Yanque -  Arequipa,Disaster
08/20/2016,Calca -  Cusco,Other Accident
08/20/2016,Pisco -  Ica,Drowning
09/21/2016,Ollantantambo -  Cusco,Other Accident
09/22/2016,Cusco,Suicide
11/15/2016,Lima,Suicide
12/08/2016,Iquitos -  Loreto,Drug-Related
01/15/2017,Lima,Suicide
01/24/2017,Lima,Suicide
01/24/2017,Lima,Suicide
03/01/2017,Cusco,Other Accident
06/19/2017,Lima,Homicide
06/21/2017,Lima,Veh. Accid-Auto
06/24/2017,Cusco,Other Accident
07/22/2017,Caraz -  Ancash,Other Accident
12/19/2017,Lima,Homicide
04/26/2018,Huarochiri -  Lima,Other Accident
11/18/2002,Las Pinas City -  Philippines,Homicide
12/10/2002,Calamba City -  Laguna -  Philippines,Homicide
01/15/2003,Karuhatan -  Valenzuela City -  Philippines,Suicide
01/21/2003,Sabang -  Sibonga -  Cebu -  Philippines,Veh. Accident-Pedestrian
03/04/2003,Davao City -  Philippines,Terrorist Action
04/02/2003,Silang -  Cavite -  Philippines,Air Accident
04/17/2003,Brgy. 8 Laoag City Ilocos Norte -  Philippines,Other Accident
04/25/2003,Lupi -  Camarines Sur -  Philippines,Veh. Accident-Auto
04/25/2003,Lupi -  Camarines Sur -  Philippines,Veh. Accident-Auto
04/30/2003,San Leonardo -  Nueva Ecija -  Philippines,Homicide
05/06/2003,Angeles City -  Pampanga -  Philippines,Suicide
06/14/2003,Laoag City -  Ilocos Norte -  Philippines,Veh. Accident-Motorcycle
07/04/2004,North Luzon Expressway -  Dampol 1st -  Pulilan Bulacan -  Phillipines,Veh. Accident-Auto
10/01/2004,San Narciso -  Zambales -  Philippines,Veh. Accid
10/23/2004,San Ildefonso -  Ilocos Sur -  Philippines,Homicide
11/20/2004,San Fernando -  La Union -  Philippines,Veh. Accident
11/23/2004,Carmen -  Davao Del Norte -  Philippines,Homicide
12/03/2004,Dauin -  Negros Oriental -  Philippines,Homicide
03/28/2005,Paranague City -  Philippines,Veh. Accident-Auto
04/23/2005,Angeles City -  Pampanga -  Philippines,Suicide
06/08/2005,Makati City -  Philippines,Homicide
06/28/2005,Poblacion -  Pulilan -  Bulacan -  Philippines,Homicide
07/16/2005,Iloilo -  Philippines,Homicide
07/25/2005,Pampanga -  Philippines,Suicide
07/30/2005,Manila -  Philippines,Homicide
09/13/2005,Calapandayan -  Subic -  Zambales -  Philippines,Homicide
09/16/2005,Calbayog -  Samar -  Philippines,Homicide
11/03/2005,Iba -  Zambales -  The Philippines,Suicide
11/22/2005,Dumaguete City -  Negros Oriental -  The Philippines,Homicide
